City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,nabire,-3.35989,135.50074,303.12,71,92,2.75,ID,1710567984
363,chhabra,24.66472,76.84379,303.76,15,12,3.49,IN,1710567985
364,shiqian,27.5225,108.22806,291.23,78,98,0.36,CN,1710567986
365,touba,14.85,-15.88333,297.0,13,0,4.11,SN,1710567986
366,vilyuchinsk,52.9311,158.40469,273.3,97,100,5.01,RU,1710567987
367,asha,54.9973,57.2722,264.36,93,40,3.58,RU,1710567987
368,kupang,-10.17083,123.60694,305.2,79,40,5.66,ID,1710567988
369,tarawa,1.3278,172.97696,303.15,84,40,4.12,KI,1710567989
370,lazaro cardenas,30.52815,-115.92617,286.91,76,1,0.78,MX,1710567989
371,dauphin,51.14941,-100.05023,274.23,75,75,8.23,CA,1710567740
372,quepos,9.43063,-84.16231,300.58,79,99,1.37,CR,1710567990
373,tura,64.27769,100.21849,261.27,75,100,5.22,RU,1710567991
374,nuku'alofa,-21.13938,-175.2018,301.33,94,75,3.09,TO,1710567992
375,karratha,-20.73765,116.84629,307.9,50,3,9.87,AU,1710567992
376,concordia,39.57084,-97.66254,281.3,66,0,3.6,US,1710567993
377,avarua,-21.2075,-159.77545,299.18,83,75,2.57,CK,1710567993
378,aubenas,44.61975,4.39033,282.29,80,89,2.43,FR,1710567994
379,klaksvik,62.22655,-6.58901,270.66,60,74,3.2,FO,1710567995
380,lammi,61.08333,25.01667,276.13,98,100,4.04,FI,1710567995
381,parepare,-4.0135,119.6255,303.19,70,97,5.45,ID,1710567996
382,hlinsko,49.76213,15.90756,281.94,87,85,3.13,CZ,1710567996
383,fuvahmulah,-0.29878,73.42403,301.51,75,9,3.8,MV,1710567997
384,devils lake,48.11278,-98.86512,276.21,81,100,9.26,US,1710567834
385,sisimiut,66.93946,-53.6735,259.04,77,2,4.07,GL,1710567998
386,tottori,35.5,134.23333,287.19,72,20,5.66,JP,1710567946
387,qal'at bishah,20.00054,42.6052,298.16,36,0,2.57,SA,1710567999
388,chulym,55.09972,80.95722,267.41,91,100,10.08,RU,1710568000
389,prince rupert,54.31507,-130.32098,279.98,93,0,3.6,CA,1710568001
390,alcoa,35.78953,-83.97379,289.49,86,99,0.89,US,1710568001
391,valdez,1.24917,-78.98306,299.29,86,52,2.3,EC,1710568002
392,orsa,61.12034,14.6155,273.76,55,100,4.47,SE,1710568003
393,tingi,-11.3,35.03333,294.13,86,65,1.6,TZ,1710568004
394,kokpekty,48.75,82.4,264.48,86,99,1.6,KZ,1710568004
395,nogliki,51.79917,143.13871,266.09,65,8,7.6,RU,1710568005
396,khorixas,-20.36667,14.96667,296.95,30,29,1.93,NA,1710568005
397,toulepleu guere,6.57395,-8.42592,297.06,99,22,0.69,CI,1710568006
398,hata,26.7412,83.74526,305.89,10,18,4.36,IN,1710568007
399,greenland,13.25808,-59.57763,300.25,68,29,7.62,BB,1710568007
400,westport,53.8,-9.51667,281.59,93,100,4.93,IE,1710568008
401,daru,-9.07786,143.20893,304.23,66,86,5.68,PG,1710568008
402,vuktyl,63.85667,57.30944,273.77,99,100,5.81,RU,1710568009
403,skanor med falsterbo,55.4,12.85,283.38,96,100,8.74,SE,1710568010
404,tazovsky,67.4715,78.7162,265.11,93,100,8.24,RU,1710568010
405,ballina,54.11667,-9.16667,276.69,87,98,6.49,IE,1710567846
406,dickinson,46.87918,-102.78962,276.49,70,0,6.17,US,1710567998
407,saipan,15.21233,145.7545,302.23,62,0,7.72,MP,1710568012
408,pembroke,45.81681,-77.11616,271.58,82,75,1.3,CA,1710568013
409,lloydminster,53.27237,-110.02256,272.19,69,0,1.54,CA,1710568014
410,khanty-mansiysk,61.00417,69.00194,276.21,70,0,6.0,RU,1710568014
411,curuca,-0.72889,-47.84806,297.46,94,100,1.81,BR,1710568015
412,zaragoza,16.3871,119.9443,301.63,64,73,4.87,PH,1710568015
413,posto fiscal rolim de moura,-13.08271,-62.27726,297.75,94,100,0.77,BR,1710568016
414,ghazni,33.55391,68.42096,280.45,25,8,1.79,AF,1710568017
415,franklin,29.79604,-91.5015,291.17,94,20,7.2,US,1710568017
416,nuoro,40.31991,9.32568,279.91,85,4,2.21,IT,1710568018
417,santa adelia,-21.24278,-48.80417,295.41,68,37,2.52,BR,1710567997
418,tindouf,27.67111,-8.14743,291.4,20,0,2.57,DZ,1710568019
419,torres,-29.33528,-49.72694,298.05,95,71,3.1,BR,1710568020
420,volchikha,52.01356,80.35715,269.66,83,95,7.38,RU,1710568020
421,lata,-10.725,165.79722,301.24,84,100,4.98,SB,1710568021
422,north battleford,52.77972,-108.2967,271.28,74,0,2.06,CA,1710568021
423,utica,43.1009,-75.23266,278.9,88,97,0.45,US,1710568022
424,oral,51.23333,51.36667,265.14,86,0,5.0,KZ,1710567978
425,gilmer,32.72875,-94.94244,290.29,94,75,0.0,US,1710568023
426,le port,-20.93752,55.29415,303.12,68,5,1.43,RE,1710568024
427,weno,7.44648,151.84135,301.13,94,100,4.63,FM,1710568025
428,'ohonua,-21.33333,-174.95,301.3,87,100,9.19,TO,1710568025
429,brookings,42.05261,-124.28398,287.46,67,0,2.06,US,1710568026
430,hinton,53.40009,-117.58567,273.73,96,75,1.87,CA,1710568026
431,gardez,33.59744,69.22592,280.57,29,4,0.7,AF,1710568027
432,new norfolk,-42.78261,147.0587,291.88,39,94,2.68,AU,1710568028
433,copala,16.60774,-98.97821,297.52,75,4,1.77,MX,1710568028
434,beyneu,45.31667,55.2,279.97,47,100,12.1,KZ,1710568029
435,dolenjske toplice,45.75657,15.05917,284.34,87,100,1.11,SI,1710568029
436,laojunmiao,39.83333,97.73333,276.73,31,98,3.23,CN,1710568030
437,shangzhi,45.21406,127.97426,274.23,81,100,3.46,CN,1710568031
438,maumere,-8.6199,122.2111,301.29,82,45,6.18,ID,1710568031
439,port douglas,-16.48383,145.46725,301.47,78,100,5.12,AU,1710568032
440,la sarre,48.80019,-79.19964,266.03,92,82,2.54,CA,1710568027
441,micheweni,-4.96667,39.83333,303.05,67,92,0.9,TZ,1710568033
442,miyang,24.40417,103.44278,302.59,17,0,6.56,CN,1710568034
443,hafar al-batin,28.43279,45.97077,294.47,73,100,3.09,SA,1710568034
444,sao joao da barra,-21.64028,-41.05111,298.11,92,4,4.64,BR,1710568035
445,yengema,8.71441,-11.17057,296.26,95,28,0.63,SL,1710568035
446,mombetsu,44.3525,143.3525,274.16,64,75,1.54,JP,1710568036
447,las lomas,-4.65333,-80.24667,298.36,62,82,0.62,PE,1710568037
448,lufilufi,-13.87449,-171.59857,304.03,69,79,2.38,WS,1710568037
449,oranjemund,-28.55,16.43333,288.99,92,29,4.23,NA,1710568038
450,antsiranana,-12.31732,49.29188,299.44,83,75,4.12,MG,1710568038
451,along,28.16951,94.8006,301.97,32,61,0.99,IN,1710568039
452,cova figueira,14.89054,-24.29343,294.15,79,1,5.79,CV,1710568040
453,nova sintra,14.87139,-24.69556,293.48,81,0,8.43,CV,1710568040
454,crane,13.10487,-59.44861,300.33,69,40,9.26,BB,1710568041
455,alofi,-19.05451,-169.91768,299.19,94,40,1.54,NU,1710568041
456,guerrero negro,27.96891,-114.04427,288.16,74,69,3.08,MX,1710568042
457,i-n-salah,27.19351,2.46069,290.44,24,0,4.95,DZ,1710568043
458,georgetown,-7.92861,-14.41194,300.76,80,26,6.19,SH,1710568043
459,susuman,62.78075,148.15396,259.27,84,100,2.24,RU,1710568044
460,opuwo,-18.06068,13.83998,295.98,28,70,2.46,NA,1710568044
461,nadym,65.53333,72.51667,270.42,88,91,8.3,RU,1710568045
462,mhamid,29.82,-5.72,290.32,21,0,1.11,MA,1710568046
463,beau vallon,-20.41889,57.69528,299.38,83,75,7.72,MU,1710568046
464,porto san giorgio,43.17784,13.79411,287.08,73,100,0.55,IT,1710568047
465,enoch,37.77331,-113.02439,275.29,91,100,1.54,US,1710568047
466,breves,-1.68222,-50.48028,297.03,98,100,0.96,BR,1710568048
467,norilsk,69.3535,88.2027,256.72,88,94,6.3,RU,1710568049
468,saudarkrokur,65.74611,-19.63944,271.85,91,97,1.48,IS,1710568049
469,porto recanati,43.43296,13.66165,287.09,37,100,0.6,IT,1710568050
470,saldanha,-33.01167,17.9442,291.18,82,86,4.09,ZA,1710568050
471,mejit,10.27531,170.86461,299.69,76,100,8.76,MH,1710568051
472,portland,-38.3462,141.60257,294.45,66,9,6.33,AU,1710568052
473,mena,51.5217,32.21568,278.17,79,100,1.87,UA,1710568053
474,shingu,33.73333,135.98333,290.36,46,0,2.01,JP,1710568053
475,nangal,31.38966,76.37574,301.24,17,1,1.22,IN,1710568054
476,sao jose da coroa grande,-8.89778,-35.14778,300.23,81,67,2.58,BR,1710568055
477,bamboo flat,11.7,92.71667,307.2,33,78,5.14,IN,1710568055
478,vradiyivka,47.86425,30.58881,277.59,88,92,2.3,UA,1710568056
479,kavieng,-2.57337,150.79516,301.95,75,90,3.95,PG,1710568056
480,kigorobya,1.6162,31.3089,298.94,49,48,1.54,UG,1710568057
481,fisterra,42.90492,-9.26289,286.9,89,100,7.29,ES,1710568058
482,oum hadjer,13.2954,19.6966,303.77,17,63,3.09,TD,1710568058
483,vohipaho,-23.55,47.5,299.55,87,62,1.26,MG,1710568059
484,usinsk,65.99389,57.52806,269.86,93,100,4.47,RU,1710567966
485,happy valley-goose bay,53.3038,-60.32576,271.33,100,100,5.14,CA,1710568060
486,itamaraca,-7.74778,-34.82556,300.18,82,68,3.62,BR,1710568061
487,bairnsdale,-37.82289,147.61041,295.88,60,1,2.68,AU,1710568061
488,mao,14.12116,15.3103,302.71,11,61,1.26,TD,1710568062
489,mahavelona,-17.68475,49.50869,298.14,83,40,1.9,MG,1710568063
490,fale old settlement,-9.38516,-171.24675,303.02,74,71,4.86,TK,1710568063
491,gargalianoi,37.06518,21.63809,283.2,74,82,2.36,GR,1710568064
492,harpswell center,43.80175,-69.98421,276.86,87,100,1.39,US,1710568064
493,san pedro pochutla,15.74587,-96.46601,296.15,65,23,1.62,MX,1710568065
494,mocajuba,-2.58417,-49.50722,296.77,99,99,0.69,BR,1710568066
495,jayapura,-2.53371,140.71813,304.44,76,88,5.23,ID,1710568066
496,shiyan,32.6475,110.77806,295.49,38,45,1.72,CN,1710568067
497,buchanan,5.87693,-10.04964,299.81,93,16,0.73,LR,1710568067
498,los andes,-32.83369,-70.59827,288.16,37,0,0.35,CL,1710568068
499,deir ez-zor,35.33588,40.14084,287.56,62,10,3.89,SY,1710568069
500,holualoa,19.61979,-155.94831,294.76,82,100,7.2,US,1710568069
501,benghazi,32.11486,20.06859,287.36,65,100,4.05,LY,1710568070
502,myitkyina,25.38327,97.39637,309.4,18,37,0.69,MM,1710568070
503,palapag,12.5458,125.1147,302.1,61,55,4.83,PH,1710568071
504,vilyuysk,63.74683,121.63339,260.34,86,100,1.34,RU,1710568072
505,ar ruways,24.11028,52.73056,299.61,43,43,4.61,AE,1710568072
506,uusikaupunki,60.80043,21.40841,275.03,99,100,2.25,FI,1710567893
507,luderitz,-26.64807,15.15383,290.35,69,0,6.92,NA,1710568073
508,yamba,-29.4375,153.35914,297.84,58,96,5.47,AU,1710568074
509,cape canaveral,28.40584,-80.60477,296.15,86,0,4.63,US,1710568075
510,birjand,32.86628,59.22114,289.41,18,75,5.14,IR,1710568036
511,kailua-kona,19.64016,-155.99912,297.36,83,100,7.2,US,1710568076
512,port shepstone,-30.74137,30.45499,297.17,55,43,3.71,ZA,1710568076
513,kununurra,-15.77825,128.74208,308.12,46,100,3.6,AU,1710568077
514,bahia blanca,-38.71959,-62.27243,292.96,76,0,6.31,AR,1710567982
515,saint-joseph,-21.3777,55.61691,303.04,74,18,6.02,RE,1710568078
516,svetlyy,50.81833,60.85194,267.34,79,13,3.49,RU,1710568079
517,anabar,-0.50845,166.95326,301.67,78,100,5.09,NR,1710568079
518,hadibu,12.64881,54.01895,300.41,59,2,4.48,YE,1710568080
519,suoyarvi,62.08333,32.35,276.38,97,100,6.57,RU,1710568080
520,luau,-10.70727,22.22466,292.22,94,100,1.57,AO,1710568081
521,lospalos,-8.52167,126.99833,300.99,69,52,6.71,TL,1710568082
522,carutapera,-1.195,-46.02,298.73,87,100,2.86,BR,1710568082
523,vimmerby,57.66588,15.85515,282.43,90,95,3.78,SE,1710568083
524,koynanagar,17.4,73.76667,307.21,14,0,1.86,IN,1710568083
525,ancud,-41.8707,-73.81622,283.75,80,43,4.0,CL,1710568084
526,wajir,1.7471,40.05732,300.13,74,40,4.63,KE,1710568085
527,keetmanshoop,-26.58333,18.13333,293.66,32,0,2.57,NA,1710568085
528,erbil,36.18333,44.01193,284.07,76,0,1.03,IQ,1710568086
529,yermentau,51.62364,73.10265,266.6,88,87,9.98,KZ,1710568086
530,prince george,53.9166,-122.75301,277.18,79,0,0.0,CA,1710567878
531,toktogul,41.87442,72.94192,273.36,56,2,0.44,KG,1710568088
532,lompoc,34.63915,-120.45794,284.38,85,0,0.0,US,1710567971
533,knyaze-volkonskoye,48.46547,135.45582,273.25,82,12,4.92,RU,1710568089
534,harstad,68.79833,16.54165,269.2,92,100,14.31,NO,1710568089
535,muzayri',23.14355,53.7881,302.13,31,65,4.22,AE,1710568090
536,mukalla,14.54248,49.12424,300.3,65,6,2.61,YE,1710568091
537,ardestan,33.3761,52.3694,286.06,68,100,2.28,IR,1710568091
538,togur,58.3631,82.8265,266.01,93,100,7.6,RU,1710568092
539,ludza,56.53958,27.71891,277.57,80,100,4.57,LV,1710568092
540,labytnangi,66.65722,66.41833,265.66,80,100,5.95,RU,1710568093
541,wotho,10.16575,166.01022,300.0,79,100,6.29,MH,1710568094
542,gidole,5.65,37.36667,293.72,34,29,1.84,ET,1710568094
543,taroa,8.70576,171.2275,300.18,76,80,9.44,MH,1710568095
544,san matias,-16.36667,-58.4,300.36,67,54,2.18,BO,1710568095
545,chernyshevskiy,63.01601,112.46901,262.77,87,100,5.2,RU,1710568096
546,taltal,-25.40713,-70.48554,291.08,85,17,0.69,CL,1710568097
547,jinchang,38.50062,102.19379,278.7,24,100,2.7,CN,1710568097
548,ylitornio,66.30893,23.67734,259.73,100,99,1.35,FI,1710568098
549,midvagur,62.05111,-7.19389,270.61,80,24,0.0,FO,1710568098
550,cable beach,-17.96098,122.21269,302.08,79,100,3.6,AU,1710568099
551,yinchuan,38.46806,106.27306,283.99,13,100,4.85,CN,1710568100
552,namibe,-15.19611,12.15222,299.42,81,71,3.46,AO,1710568100
553,perugorria,-29.34132,-58.61059,295.9,89,61,4.11,AR,1710568101
554,zangguy,37.28333,78.76667,283.52,15,100,3.83,CN,1710568102
555,tsiombe,-25.3,45.48333,301.39,70,41,5.06,MG,1710568102
556,al 'alamayn,30.83007,28.95502,289.08,63,100,2.33,EG,1710568103
557,sinan,34.8262,126.10863,292.21,53,46,1.74,KR,1710568103
558,altus,34.63813,-99.33398,281.07,83,0,3.09,US,1710568028
559,east london,-33.01529,27.91162,293.67,45,0,7.2,ZA,1710568104
560,strathalbyn,-35.25979,138.89247,306.62,44,15,0.45,AU,1710568105
561,touros,-5.19889,-35.46083,300.05,82,100,2.91,BR,1710568106
562,altay,47.84864,88.13361,266.07,63,25,1.24,CN,1710568106
563,orapa,-21.3115,25.37642,295.95,66,6,5.57,BW,1710568107
564,moranbah,-22.00163,148.04661,305.48,34,3,9.34,AU,1710568107
565,el fahs,36.37419,9.90651,282.47,76,14,2.2,TN,1710568108
566,nahiyat ash shinafiyah,31.58376,44.64675,294.76,43,2,6.54,IQ,1710568109
567,sangin,32.07275,64.8359,290.98,26,9,1.02,AF,1710568109
568,morehead city,34.72294,-76.72604,292.61,88,100,3.6,US,1710567873
569,aykhal,65.93381,111.4834,257.79,84,100,3.53,RU,1710568110
570,krasnokamensk,50.0979,118.0369,268.32,76,100,5.43,RU,1710568111
571,price,39.59941,-110.81071,279.74,61,100,4.63,US,1710568112
572,erenhot,43.6475,111.97667,274.06,31,53,10.68,CN,1710568112
573,samamea,-13.93375,-171.53122,302.19,70,75,2.47,WS,1710568113
574,wusong,30.95,117.78333,292.7,71,100,1.99,CN,1710568113
575,sainte-anne-des-monts,49.12402,-66.49243,274.08,80,52,6.69,CA,1710568114
576,sultanah,24.49258,39.58572,297.4,15,40,2.06,SA,1710568115
577,tamanrasset,22.785,5.52278,289.1,25,0,8.75,DZ,1710568115
578,sao vicente,32.79673,-17.04323,290.77,79,38,0.85,PT,1710568116
579,yuncheng,35.02306,110.99278,293.89,19,3,7.05,CN,1710568116
580,qarqaraly,49.41287,75.47286,266.66,81,40,6.15,KZ,1710568117
581,monrovia,6.30054,-10.7969,299.61,94,20,0.23,LR,1710568118
582,sint michiel liber,12.15,-68.98333,300.05,78,20,5.66,CW,1710568118
583,am timan,11.0297,20.2827,304.11,31,93,3.2,TD,1710568119
584,sydney,46.1351,-60.1831,274.61,95,100,1.03,CA,1710568119
585,las heras,-46.54186,-68.93593,280.95,53,7,8.74,AR,1710568120
586,vadso,70.07348,29.74943,267.24,79,20,4.63,NO,1710568121
587,mamuju,-2.68056,118.88611,302.9,74,81,4.12,ID,1710568121
588,zuunmod,47.70693,106.95276,266.72,81,73,3.52,MN,1710568122
589,omutninsk,58.67001,52.1932,273.69,98,100,4.65,RU,1710568122
590,myeik,12.43954,98.60028,304.86,55,22,3.61,MM,1710568123
591,langsa,4.4683,97.9683,306.38,48,98,3.29,ID,1710568123
592,long beach,33.91045,-78.11777,292.62,94,0,4.92,US,1710568124
593,ola,59.57823,151.29819,270.44,74,82,12.42,RU,1710568125
594,menongue,-14.6585,17.69099,291.61,92,100,0.06,AO,1710568125
595,ust'-ilimsk,58.00056,102.66194,264.39,93,99,4.02,RU,1710568126
596,trincomalee,8.5778,81.2289,301.74,67,70,4.98,LK,1710568126
597,baoqing,46.33167,132.21111,272.74,70,100,1.93,CN,1710568127
598,canutama,-6.53389,-64.38306,297.58,93,96,0.9,BR,1710568128
599,korla,41.76055,86.15231,280.22,41,31,7.04,CN,1710568128
600,pirae,-17.51667,-149.53333,302.16,74,75,0.0,PF,1710568129
601,mugia,43.10414,-9.21791,286.99,89,100,7.12,ES,1710568129
602,bengkulu,-3.80044,102.26554,302.38,67,94,2.76,ID,1710568130
603,prineville,44.29985,-120.83447,280.54,76,0,2.06,US,1710568131
604,ruteng,-8.61139,120.46444,292.4,94,95,2.01,ID,1710568131
605,neiafu,-18.6506,-173.98404,298.53,94,100,4.12,TO,1710568132
606,vila franca do campo,37.71667,-25.43333,289.38,88,99,4.57,PT,1710568039
607,sirte,31.20892,16.58866,287.63,68,81,1.71,LY,1710568133
608,bayanaul,50.79304,75.70123,268.58,75,65,8.09,KZ,1710568133
609,salinopolis,-0.61361,-47.35611,299.13,88,97,5.12,BR,1710568134
610,wai,17.95276,73.89058,305.2,16,3,1.05,IN,1710568135
611,hawera,-39.59167,174.28333,285.91,61,5,2.08,NZ,1710568107
612,mettur,11.78796,77.8008,304.79,33,3,3.45,IN,1710568136
613,muradnagar,28.78069,77.49865,297.2,8,95,2.05,IN,1710568136
614,lyantonde,-0.40306,31.15722,296.98,49,83,2.5,UG,1710568137
615,bonthe,7.52639,-12.505,298.29,95,7,1.97,SL,1710568138
616,craig,40.51525,-107.54645,273.12,80,100,1.54,US,1710568138
617,barabai,-2.58333,115.38333,306.73,52,79,1.17,ID,1710568139
